timestamp lat lon gps_qual num_sats horizontal_dil
19:36:11 45.53079966666667 -73.61360666666667 1 12 0.96
19:36:12 45.530799 -73.613607 1 12 0.96
19:36:13 45.530798 -73.61360816666667 1 12 0.87
19:36:14 45.530797166666666 -73.61360933333333 1 12 0.87
19:36:15 45.53079533333333 -73.61361116666667 1 12 0.87
19:36:16 45.53079533333333 -73.61361033333333 2 12 1.25
19:36:17 45.530793333333335 -73.6136115 2 12 0.94
19:36:18 45.53079116666667 -73.613613 5 12 0.94
19:36:19 45.5307915 -73.6136125 5 12 0.83
19:36:20 45.53079233333333 -73.61361116666667 5 12 0.94
19:36:21 45.5307965 -73.61360733333333 5 12 0.89
19:36:22 45.5308015 -73.61360483333333 5 12 0.78
19:36:23 45.53080283333333 -73.61360633333334 5 12 0.87
19:36:24 45.53080533333333 -73.6136055 5 12 0.99
19:36:25 45.530807833333334 -73.61360583333334 5 12 1.04
19:36:26 45.530809 -73.61361216666667 5 12 1.56
19:36:27 45.53080533333333 -73.613618 5 12 0.96
19:36:28 45.530808 -73.6136225 5 12 1.04
19:36:29 45.530812 -73.61363033333333 5 12 0.96
19:36:30 45.53081483333333 -73.613639 5 12 1.24
19:36:31 45.530819666666666 -73.61364766666667 5 12 1.24
19:36:32 45.5308215 -73.61365416666666 5 12 1.24
19:36:33 45.530827333333335 -73.6136625 5 12 0.96
19:36:34 45.53083266666667 -73.61367116666666 5 12 1.24
19:36:35 45.530832833333335 -73.6136795 5 12 0.96
19:36:36 45.530834166666665 -73.61368883333333 5 12 1.24
19:36:37 45.530833666666666 -73.61370033333333 5 12 0.96
19:36:38 45.5308435 -73.61371 5 12 1.24
19:36:39 45.530856166666666 -73.6137175 5 12 1.45
19:36:40 45.5308585 -73.613729 5 12 1.24
19:36:41 45.530864 -73.61373816666666 5 12 1.24
19:36:42 45.53086616666667 -73.61374916666666 5 12 1.24
19:36:43 45.530871 -73.61376033333333 5 12 1.24
19:36:44 45.530877 -73.613769 5 12 1.24
19:36:45 45.530881666666666 -73.61377783333333 5 12 1.24
19:36:46 45.53088533333333 -73.61378816666667 5 12 1.24
19:36:47 45.530891 -73.61379916666667 5 12 1.24
19:36:48 45.53089116666666 -73.61380816666667 5 12 1.24
19:36:49 45.530897833333334 -73.61381816666666 5 12 1.24
19:36:50 45.53090233333333 -73.61382833333333 5 12 1.24
19:36:51 45.530905 -73.61383983333333 5 12 1.24
19:36:52 45.5309105 -73.61385033333333 5 12 0.92
19:36:53 45.53091633333333 -73.61386083333333 5 12 1.24
19:36:54 45.530921166666666 -73.61387283333333 5 12 0.92
19:36:55 45.530925 -73.61388516666666 5 12 1.24
19:36:56 45.530930833333336 -73.613895 5 12 1.24
19:36:57 45.530928333333335 -73.61390783333333 5 12 0.92
19:36:58 45.530937 -73.61391816666666 5 12 0.84
19:36:59 45.53094183333333 -73.61393016666666 5 12 0.84
19:37:00 45.53094516666667 -73.613942 5 12 0.84
19:37:01 45.530949666666665 -73.61395216666666 5 12 0.78
19:37:02 45.5309535 -73.613963 5 12 0.84
19:37:03 45.53095783333333 -73.61397366666667 5 12 0.78
